amount,3000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-09-28T08:56:56Z,
amount,3000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-09-30T06:17:36Z,
amount,3000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-09-30T13:25:17Z,
amount,26000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-10-06T06:34:40Z,
amount,40000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-10-18T07:38:15Z,
amount,25000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-10-25T07:44:48Z,
amount,50000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-11-16T04:25:37Z,
amount,188000.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2022-11-29T01:57:10Z,
amount,1478260.0000000,form,GBCRZX73YTPTA7HSHVXNXYGJCUUKVUQMASELPXZ5WQVDUT7RLINS6N3Y,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-14T14:11:40Z,
amount,2988.0000000,form,GBBBPQXFLTNDL7CPRI7VL5WXDPQGM3NML7FFVEOQNQQTR7BO3TMQXPNL,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-15T16:17:24Z,
amount,2988.0000000,form,GBBBPQXFLTNDL7CPRI7VL5WXDPQGM3NML7FFVEOQNQQTR7BO3TMQXPNL,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-15T16:27:36Z,
amount,2988.0000000,form,GBBBPQXFLTNDL7CPRI7VL5WXDPQGM3NML7FFVEOQNQQTR7BO3TMQXPNL,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-15T16:38:46Z,
amount,1530.0000000,form,GAVZPI6P5QWO4S3GWIPYMWLDECFX5QDA36SF7PQTJUP3XNJKCZHQRFCO,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-15T22:43:55Z,
amount,1530.0000000,form,GCKISHYHC7CUFMBXAGJGW6P7NF3LRFL7WNWRCYDLFZC7BMB2BXDEZOU2,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-15T23:15:48Z,
amount,1000.0000000,form,GDTQR7R4TCDPHTWPOS264N4FT4GR2ULZZ7TLGOZHFIINFRTVSFT26URC,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-16T01:20:08Z,
amount,1000.0000000,form,GBSRKS3B4HOJWBZTRDNJU45HBGPGQ3ZXIR6LRQ6QBFCJZKRC7KU7TA6D,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-16T01:49:42Z,
amount,5000.0000000,form,GBSRKS3B4HOJWBZTRDNJU45HBGPGQ3ZXIR6LRQ6QBFCJZKRC7KU7TA6D,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-16T02:02:33Z,
amount,2998.0000000,form,GAVJLAGNDS7R3IJ3SYHMWZ24K3AUP65G2BCAA4QIOKYRWD47F7JMQJFJ,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-16T02:19:39Z,
amount,2000.0000000,form,GBCIOFSLAM2QFMZYVKE3MQ2BRF7NOIQENRRZYHFDQAN4RJ2UWBOZFL5E,to,GDGVILYX4RATPIO6XTBXNIBEUZXI3EBI36NJXKGO4DVJINYJ5X42WXHF,created_at,2023-02-16T02:31:08Z,
